1092.943,298.31424,1676.2299,276.7467,2259.6782,278.35245,2833.7341,321.17267,754.1513,772.62256,1362.0,797.7143,1942.3572,788.7857,2532.8074,795.2086,0.0,0.0,449.76126,1260.7812,1064.4691,1276.2611,1642.7207,1289.6466,2222.716,1296.2759,0.0,0.0,0.0,0.0,0.0,0.0,754.1513,1766.4114,1333.4585,1778.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,135,63
1116.4014,327.18564,1697.3201,307.01727,2277.765,309.2408,2851.5615,350.14215,781.3877,799.6581,1390.7019,820.6463,1974.7549,815.4886,2549.747,823.4413,0.0,0.0,477.59308,1287.243,1087.8065,1303.4032,1665.5332,1315.4384,2240.7534,1321.9006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,120,63
1130.4255,272.6509,1710.8232,264.25623,2298.8088,253.24612,2871.599,298.31424,794.0139,745.7883,1405.3394,770.29443,1987.873,777.5654,2572.3333,772.62256,0.0,0.0,488.76453,1246.9308,1104.2361,1258.2239,1679.3464,1269.924,2261.7742,1269.517,0.0,0.0,0.0,0.0,206.43817,1743.8252,794.89404,1748.7856,1367.8997,1762.0518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,120,63
1146.2917,332.74106,1727.3522,312.1564,2306.5356,312.53876,0.0,0.0,812.9137,805.43176,1419.1833,825.36707,2001.8872,819.6893,0.0,0.0,0.0,0.0,508.42422,1290.6161,1114.6771,1306.4548,1694.6389,1320.9823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,105,63
1111.5048,350.51227,1690.5714,337.19363,2271.1897,330.5972,2839.5427,372.2526,780.05756,819.4511,1385.2712,842.20105,1967.0575,836.1672,2538.1694,847.8584,0.0,0.0,471.9828,1302.7703,1081.4375,1322.3052,1658.2908,1332.8768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,120,63
1197.1525,284.54,1770.9388,263.72455,0.0,0.0,0.0,0.0,862.44995,758.8619,1463.377,776.0921,2046.297,773.92004,0.0,0.0,0.0,0.0,550.43146,1251.8423,1157.5762,1267.0464,1737.7775,1275.8477,0.0,0.0,0.0,0.0,0.0,0.0,265.44235,1757.1592,859.24615,1751.9957,1432.3959,1762.3228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,90,63
1234.1985,317.64496,1804.1687,290.72205,0.0,0.0,0.0,0.0,905.7379,791.38104,1489.1945,807.0731,0.0,0.0,0.0,0.0,0.0,0.0,597.78143,1277.3191,1194.8744,1292.4432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,60,63
1144.6565,186.34702,1730.0344,171.50233,2310.1929,166.79776,0.0,0.0,804.54395,665.0409,1418.4117,694.24915,2006.2638,686.9401,2583.859,693.4759,0.0,0.0,492.63684,1158.1919,1114.359,1181.7366,1690.5714,1199.5,2268.8848,1199.5,0.0,0.0,0.0,0.0,212.10464,1675.3287,806.51276,1678.6296,1384.4463,1691.7825,1964.2375,1695.197,0.0,0.0,0.0,0.0,0.0,0.0,466.81927,2185.7307,1073.7197,2188.4382,1670.5515,2192.4438,0.0,0.0,0.0,0.0,0.0,0.0,749.7537,2697.5276,1363.8016,2687.6313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,130,63
1172.4307,231.2236,1755.5867,214.12627,2341.6108,211.5158,0.0,0.0,834.491,708.9815,1446.2776,731.2593,2026.1997,724.457,0.0,0.0,0.0,0.0,523.6179,1199.5,1140.1096,1221.0696,1716.389,1235.6445,2298.4165,1238.4706,0.0,0.0,0.0,0.0,242.21336,1715.5997,834.5315,1716.3752,1406.5784,1736.5051,1990.1418,1737.1787,0.0,0.0,0.0,0.0,0.0,0.0,501.89084,2222.4739,1101.0715,2218.6287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,105,63
1189.7108,270.068,1774.4579,252.99327,0.0,0.0,0.0,0.0,859.34125,747.12,1465.3424,770.1172,2046.9221,765.2275,0.0,0.0,0.0,0.0,544.272,1240.8081,1153.5663,1256.2986,1737.043,1261.4622,0.0,0.0,0.0,0.0,0.0,0.0,265.44235,1751.9957,856.8146,1748.5397,1431.226,1758.7075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,90,63
